Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S65436504,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11128831,BPI-010-CR,10.1481116,-84.5061124,2020-03-04,08:35 AM,eBird - Stationary Count,10,1,,,1,,2,BPI-10
S73639986,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11128831,BPI-010-CR,10.1481116,-84.5061124,2020-08-15,05:39 AM,eBird - Stationary Count,10,1,,,1,,3
S72426892,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11128831,BPI-010-CR,10.1481116,-84.5061124,2020-08-15,05:50 AM,eBird - Stationary Count,13,1,,,2
S72466715,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128831,BPI-010-CR,10.1481116,-84.5061124,2020-08-16,08:45 AM,eBird - Stationary Count,10,1,,,2,,2
S73639403,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128831,BPI-010-CR,10.1481116,-84.5061124,2020-08-16,08:53 AM,eBird - Stationary Count,10,1,,,1,,2
S59537147,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128842,BPI-011-CR,10.1479216,-84.5072521,2019-09-05,08:50 AM,eBird - Stationary Count,11,1,,,1
S59537754,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11128842,BPI-011-CR,10.1479216,-84.5072521,2019-09-05,09:05 AM,eBird - Stationary Count,10,1,,,1,,1
S59557291,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128842,BPI-011-CR,10.1479216,-84.5072521,2019-09-06,06:18 AM,eBird - Stationary Count,10,1,,,1,,2
S59561790,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128842,BPI-011-CR,10.1479216,-84.5072521,2019-09-06,06:32 AM,eBird - Stationary Count,10,1,,,1
S65514577,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128842,BPI-011-CR,10.1479216,-84.5072521,2020-03-05,05:59 AM,eBird - Stationary Count,10,1,,,1,,2,BPI-11
S65482020,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128842,BPI-011-CR,10.1479216,-84.5072521,2020-03-05,06:12 AM,eBird - Stationary Count,10,1,,,1,,2,bpi11
S73639969,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128842,BPI-011-CR,10.1479216,-84.5072521,2020-08-15,05:52 AM,eBird - Stationary Count,10,1,,,1,,2
S72426924,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128842,BPI-011-CR,10.1479216,-84.5072521,2020-08-15,06:17 AM,eBird - Stationary Count,13,1,,,2
S72466730,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11128842,BPI-011-CR,10.1479216,-84.5072521,2020-08-16,08:32 AM,eBird - Stationary Count,10,1,,,2,,1
S73639476,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11128842,BPI-011-CR,10.1479216,-84.5072521,2020-08-16,08:41 AM,eBird - Stationary Count,10,1,,,1,,3
S59537162,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128852,BPI-012-CR,10.1483125,-84.5081602,2019-09-05,09:06 AM,eBird - Stationary Count,11,1,,,1,,,BPI12
S59537769,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11128852,BPI-012-CR,10.1483125,-84.5081602,2019-09-05,09:19 AM,eBird - Stationary Count,10,1,,,1,,1
S59557281,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11128852,BPI-012-CR,10.1483125,-84.5081602,2019-09-06,05:58 AM,eBird - Stationary Count,10,1,,,1
S59561871,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128852,BPI-012-CR,10.1483125,-84.5081602,2019-09-06,06:11 AM,eBird - Stationary Count,11,1,,,1
S65514583,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128852,BPI-012-CR,10.1483125,-84.5081602,2020-03-05,05:46 AM,eBird - Stationary Count,10,1,,,1,,,BPI-12
S73639961,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11128852,BPI-012-CR,10.1483125,-84.5081602,2020-08-15,06:06 AM,eBird - Stationary Count,10,1,,,1,,3
S72465536,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11128852,BPI-012-CR,10.1483125,-84.5081602,2020-08-16,08:17 AM,eBird - Stationary Count,10,1,,,2,,1
S73639502,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11128852,BPI-012-CR,10.1483125,-84.5081602,2020-08-16,08:26 AM,eBird - Stationary Count,11,1,,,1,,3
S59642746,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128920,BPI-013-CR,10.1136284,-84.5567831,2019-09-09,06:24 AM,eBird - Stationary Count,10,1,,,1,,,BPI-13
S59694008,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11128920,BPI-013-CR,10.1136284,-84.5567831,2019-09-10,08:30 AM,eBird - Stationary Count,10,1,,,1,,1
S59698416,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128920,BPI-013-CR,10.1136284,-84.5567831,2019-09-10,08:44 AM,eBird - Stationary Count,10,1,,,1,,,bpi13
S73638995,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128920,BPI-013-CR,10.1136284,-84.5567831,2020-08-22,05:46 AM,eBird - Stationary Count,10,1,,,1
S72824834,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11128920,BPI-013-CR,10.1136284,-84.5567831,2020-08-22,05:59 AM,eBird - Stationary Count,10,1,,,1
S72842126,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11128920,BPI-013-CR,10.1136284,-84.5567831,2020-08-26,10:10 AM,eBird - Stationary Count,10,1,,,2,,1
S59642807,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128927,BPI-014-CR,10.1127216,-84.5569653,2019-09-09,06:41 AM,eBird - Stationary Count,10,1,,,1,,2
S59694002,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128927,BPI-014-CR,10.1127216,-84.5569653,2019-09-10,08:15 AM,eBird - Stationary Count,10,1,,,1,,2
S59698438,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11128927,BPI-014-CR,10.1127216,-84.5569653,2019-09-10,08:27 AM,eBird - Stationary Count,11,1,,,1,,,BPI-14
S64667769,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11128927,BPI-014-CR,10.1127216,-84.5569653,2020-02-17,08:15 AM,eBird - Stationary Count,10,1,,,1,,,bpi14
S64723489,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128927,BPI-014-CR,10.1127216,-84.5569653,2020-02-18,06:41 AM,eBird - Stationary Count,10,1,,,1,,,bpi14
S73638991,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128927,BPI-014-CR,10.1127216,-84.5569653,2020-08-22,06:01 AM,eBird - Stationary Count,10,1,,,1,,2
S72824837,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11128927,BPI-014-CR,10.1127216,-84.5569653,2020-08-22,06:18 AM,eBird - Stationary Count,13,1,,,2,,1
S72842135,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11128927,BPI-014-CR,10.1127216,-84.5569653,2020-08-26,09:55 AM,eBird - Stationary Count,10,1,,,2
S73642266,Cabanis's Wren,Cantorchilus modestus,26468,4,CR-A,,L11128927,BPI-014-CR,10.1127216,-84.5569653,2020-08-26,10:20 AM,eBird - Stationary Count,10,1,,,1,,,BPI-014-CR
S59641895,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128939,BPI-015-CR,10.1117494,-84.5578124,2019-09-09,06:43 AM,eBird - Stationary Count,11,1,,,1
S59642843,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128939,BPI-015-CR,10.1117494,-84.5578124,2019-09-09,07:00 AM,eBird - Stationary Count,10,1,,,1,,,BPI-15
S73638981,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128939,BPI-015-CR,10.1117494,-84.5578124,2020-08-22,06:20 AM,eBird - Stationary Count,10,1,,,1,,2
S72842049,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11128939,BPI-015-CR,10.1117494,-84.5578124,2020-08-26,09:40 AM,eBird - Stationary Count,10,1,,,2,,1
S59641916,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128944,BPI-016-CR,10.1106973,-84.5575363,2019-09-09,07:02 AM,eBird - Stationary Count,12,1,,,1,,,BPI-16
S59642989,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11128944,BPI-016-CR,10.1106973,-84.5575363,2019-09-09,07:16 AM,eBird - Stationary Count,10,1,,,1,,3,BPI-16
S59693985,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11128944,BPI-016-CR,10.1106973,-84.5575363,2019-09-10,07:40 AM,eBird - Stationary Count,10,1,,,1,,1
S59698458,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11128944,BPI-016-CR,10.1106973,-84.5575363,2019-09-10,07:52 AM,eBird - Stationary Count,10,1,,,1
S73642532,Cabanis's Wren,Cantorchilus modestus,26468,4,CR-A,,L11128944,BPI-016-CR,10.1106973,-84.5575363,2020-08-22,06:39 AM,eBird - Stationary Count,12,1,,,1,,4,BPI-016-CR
S72824848,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11128944,BPI-016-CR,10.1106973,-84.5575363,2020-08-22,06:57 AM,eBird - Stationary Count,10,1,,,1
S72842066,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11128944,BPI-016-CR,10.1106973,-84.5575363,2020-08-26,09:20 AM,eBird - Stationary Count,10,1,,,2,,1
S59643064,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11128972,BPI-017-CR,10.1112232,-84.5571165,2019-09-09,07:40 AM,eBird - Stationary Count,10,1,,,1,,2
S59693976,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11128972,BPI-017-CR,10.1112232,-84.5571165,2019-09-10,07:23 AM,eBird - Stationary Count,10,1,,,1,,1
S72824865,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11128972,BPI-017-CR,10.1112232,-84.5571165,2020-08-22,07:25 AM,eBird - Stationary Count,10,1,,,1
S72842036,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11128972,BPI-017-CR,10.1112232,-84.5571165,2020-08-26,08:58 AM,eBird - Stationary Count,10,1,,,2
S59641939,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129003,BPI-018-CR,10.1200664,-84.5438036,2019-09-09,08:26 AM,eBird - Stationary Count,12,1,,,1,,2
S59693971,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129003,BPI-018-CR,10.1200664,-84.5438036,2019-09-10,06:37 AM,eBird - Stationary Count,10,1,,,1,,1
S64401452,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129003,BPI-018-CR,10.1200664,-84.5438036,2020-02-12,08:31 AM,eBird - Stationary Count,10,1,,,1,,1,bpi18
S64431416,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129003,BPI-018-CR,10.1200664,-84.5438036,2020-02-13,06:30 AM,eBird - Stationary Count,10,1,,,1,,1,bpi18
S73639365,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11129003,BPI-018-CR,10.1200664,-84.5438036,2020-08-19,06:05 AM,eBird - Stationary Count,10,1,,,1,,3
S72569560,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129003,BPI-018-CR,10.1200664,-84.5438036,2020-08-19,06:17 AM,eBird - Stationary Count,10,1,,,2,,2
S72649922,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129003,BPI-018-CR,10.1200664,-84.5438036,2020-08-21,09:54 AM,eBird - Stationary Count,10,1,,,2,,1
S72570014,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129012,BPI-019-CR,10.1207781,-84.5437481,2020-08-19,06:32 AM,eBird - Stationary Count,10,1,,,2,,1
S72648712,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129012,BPI-019-CR,10.1207781,-84.5437481,2020-08-21,09:25 AM,eBird - Stationary Count,11,1,,,2,,1
S59643352,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129026,BPI-020-CR,10.1210005,-84.5445365,2019-09-09,09:11 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-20
S59698515,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129026,BPI-020-CR,10.1210005,-84.5445365,2019-09-10,06:21 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-20
S72570612,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11129026,BPI-020-CR,10.1210005,-84.5445365,2020-08-19,06:47 AM,eBird - Stationary Count,12,1,,,2,,3
S59761845,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129444,BPI-021-CR,10.1174941,-84.4347098,2019-09-13,07:52 AM,eBird - Stationary Count,10,1,,,1
S59880734,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11129444,BPI-021-CR,10.1174941,-84.4347098,2019-09-13,08:03 AM,eBird - Stationary Count,10,1,,,1,,3,BPI-21
S72139529,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129444,BPI-021-CR,10.1174941,-84.4347098,2020-08-04,06:58 AM,eBird - Stationary Count,10,1,,,1,,1
S72105434,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129444,BPI-021-CR,10.1174941,-84.4347098,2020-08-04,07:31 AM,eBird - Stationary Count,10,1,,,1,,,bpi 21
S72139455,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129444,BPI-021-CR,10.1174941,-84.4347098,2020-08-05,08:01 AM,eBird - Stationary Count,10,1,,,1,,2
S59716933,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129452,BPI-022-CR,10.1185689,-84.4345301,2019-09-12,05:53 AM,eBird - Stationary Count,11,1,,,1,,,BPI-22
S59715612,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129452,BPI-022-CR,10.1185689,-84.4345301,2019-09-12,06:01 AM,eBird - Stationary Count,10,1,,,1,,2
S59761834,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129452,BPI-022-CR,10.1185689,-84.4345301,2019-09-13,08:05 AM,eBird - Stationary Count,10,1,,,1,,2
S64829631,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129452,BPI-022-CR,10.1185689,-84.4345301,2020-02-21,07:42 AM,eBird - Stationary Count,10,1,,,1,,,bpi22
S64904227,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129452,BPI-022-CR,10.1185689,-84.4345301,2020-02-22,07:29 AM,eBird - Stationary Count,10,1,,,1,,2,bpi22
S72105421,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129452,BPI-022-CR,10.1185689,-84.4345301,2020-08-04,07:01 AM,eBird - Stationary Count,10,1,,,1,,,bpi22
S72139523,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129452,BPI-022-CR,10.1185689,-84.4345301,2020-08-04,07:12 AM,eBird - Stationary Count,10,1,,,1,,2
S72139390,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129452,BPI-022-CR,10.1185689,-84.4345301,2020-08-05,07:44 AM,eBird - Stationary Count,10,1,,,1,,,bpi22
S59716970,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129467,BPI-023-CR,10.1182092,-84.4342814,2019-09-12,06:09 AM,eBird - Stationary Count,10,1,,,1,,,BPI-23
S59715598,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129467,BPI-023-CR,10.1182092,-84.4342814,2019-09-12,06:17 AM,eBird - Stationary Count,10,1,,,1
S59761824,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129467,BPI-023-CR,10.1182092,-84.4342814,2019-09-13,08:23 AM,eBird - Stationary Count,10,1,,,1,,2
S59880932,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129467,BPI-023-CR,10.1182092,-84.4342814,2019-09-13,08:37 AM,eBird - Stationary Count,10,1,,,1
S64829620,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129467,BPI-023-CR,10.1182092,-84.4342814,2020-02-21,07:57 AM,eBird - Stationary Count,10,1,,,1,,,bpi23
S64858704,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129467,BPI-023-CR,10.1182092,-84.4342814,2020-02-22,07:29 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-23
S64904236,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129467,BPI-023-CR,10.1182092,-84.4342814,2020-02-22,07:41 AM,eBird - Stationary Count,10,1,,,1,,,bpi23
S72105427,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129467,BPI-023-CR,10.1182092,-84.4342814,2020-08-04,07:16 AM,eBird - Stationary Count,10,1,,,1,,,bpi23
S72139401,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129467,BPI-023-CR,10.1182092,-84.4342814,2020-08-05,07:57 AM,eBird - Stationary Count,10,1,,,1,,,bpi23
S59715590,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129488,BPI-024-CR,10.1348632,-84.4293753,2019-09-12,07:06 AM,eBird - Stationary Count,10,1,,,1,,2
S59761853,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129488,BPI-024-CR,10.1348632,-84.4293753,2019-09-13,07:11 AM,eBird - Stationary Count,10,1,,,1,,2
S59771202,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129488,BPI-024-CR,10.1348632,-84.4293753,2019-09-13,07:25 AM,eBird - Stationary Count,11,1,,,1,,,BPI-24
S63840833,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129488,BPI-024-CR,10.1348632,-84.4293753,2020-01-27,08:05 AM,eBird - Stationary Count,10,1,,,1,,2,bpi24
S64261769,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129488,BPI-024-CR,10.1348632,-84.4293753,2020-02-08,06:33 AM,eBird - Stationary Count,11,1,,,1,,1,bpi24
S71606265,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129488,BPI-024-CR,10.1348632,-84.4293753,2020-07-18,07:30 AM,eBird - Stationary Count,10,1,,,1,,2,bpi24
S72140119,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129488,BPI-024-CR,10.1348632,-84.4293753,2020-07-18,07:41 AM,eBird - Stationary Count,10,1,,,1,,1,24
S71880543,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129488,BPI-024-CR,10.1348632,-84.4293753,2020-07-20,05:54 AM,eBird - Stationary Count,10,1,,,1,,2
S71668179,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129488,BPI-024-CR,10.1348632,-84.4293753,2020-07-20,06:06 AM,eBird - Stationary Count,11,1,,,1,,,bpi24
S59717014,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129494,BPI-025-CR,10.1358659,-84.4298265,2019-09-12,07:14 AM,eBird - Stationary Count,11,1,,,1,,,BPI-25     empezo a llover
S59715575,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129494,BPI-025-CR,10.1358659,-84.4298265,2019-09-12,07:54 AM,eBird - Stationary Count,10,1,,,1,,1
S59771180,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129494,BPI-025-CR,10.1358659,-84.4298265,2019-09-13,07:07 AM,eBird - Stationary Count,11,1,,,1,,1,BPI-25
S64261762,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129494,BPI-025-CR,10.1358659,-84.4298265,2020-02-08,06:15 AM,eBird - Stationary Count,10,1,,,1,,1,bpi25
S71606253,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129494,BPI-025-CR,10.1358659,-84.4298265,2020-07-18,07:45 AM,eBird - Stationary Count,11,1,,,1,,,bpi25
S72140128,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129494,BPI-025-CR,10.1358659,-84.4298265,2020-07-18,07:54 AM,eBird - Stationary Count,10,1,,,1,,,25
S71880546,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129494,BPI-025-CR,10.1358659,-84.4298265,2020-07-20,05:39 AM,eBird - Stationary Count,10,1,,,1,,1
S71668168,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129494,BPI-025-CR,10.1358659,-84.4298265,2020-07-20,05:52 AM,eBird - Stationary Count,10,1,,,1,,,bpi25
S59717026,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11129502,BPI-026-CR,10.1357582,-84.4288372,2019-09-12,07:59 AM,eBird - Stationary Count,10,1,,,1,,,BPI-26
S59717036,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129502,BPI-026-CR,10.1357582,-84.4288372,2019-09-12,08:14 AM,eBird - Stationary Count,11,1,,,1,,,Bpi-26
S59771154,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129502,BPI-026-CR,10.1357582,-84.4288372,2019-09-13,06:32 AM,eBird - Stationary Count,15,1,,,1,,1,BPI-26
S59771168,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11129502,BPI-026-CR,10.1357582,-84.4288372,2019-09-13,06:48 AM,eBird - Stationary Count,12,1,,,1,,3,BPI-26
S63840848,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129502,BPI-026-CR,10.1357582,-84.4288372,2020-01-27,08:37 AM,eBird - Stationary Count,10,1,,,1,,,bpi 26
S64603368,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129502,BPI-026-CR,10.1357582,-84.4288372,2020-02-08,05:49 AM,eBird - Stationary Count,10,1,,,1,,,BPI-26
S64261753,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129502,BPI-026-CR,10.1357582,-84.4288372,2020-02-08,06:00 AM,eBird - Stationary Count,10,1,,,1,,,bpi26
S71606228,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129502,BPI-026-CR,10.1357582,-84.4288372,2020-07-18,08:00 AM,eBird - Stationary Count,10,1,,,1,,,bpi26
S71880552,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129502,BPI-026-CR,10.1357582,-84.4288372,2020-07-20,05:25 AM,eBird - Stationary Count,10,1,,,1,,1
S71668161,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129502,BPI-026-CR,10.1357582,-84.4288372,2020-07-20,05:39 AM,eBird - Stationary Count,10,1,,,1,,,bpi26
S59880792,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11129511,BPI-027-CR,10.1053933,-84.5506657,2019-09-17,06:07 AM,eBird - Stationary Count,11,1,,,1,,,BPI-27
S59891977,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129511,BPI-027-CR,10.1053933,-84.5506657,2019-09-17,06:21 AM,eBird - Stationary Count,10,1,,,1,,2
S59912345,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129511,BPI-027-CR,10.1053933,-84.5506657,2019-09-18,08:15 AM,eBird - Stationary Count,10,1,,,1,,1
S59915860,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129511,BPI-027-CR,10.1053933,-84.5506657,2019-09-18,08:30 AM,eBird - Stationary Count,11,1,,,1,,,bpi 27
S71725357,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129511,BPI-027-CR,10.1053933,-84.5506657,2020-07-21,08:39 AM,eBird - Stationary Count,10,1,,,1
S71880104,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129511,BPI-027-CR,10.1053933,-84.5506657,2020-07-23,06:00 AM,eBird - Stationary Count,10,1,,,1,,2
S71754781,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129511,BPI-027-CR,10.1053933,-84.5506657,2020-07-23,06:21 AM,eBird - Stationary Count,11,1,,,1,,,bpi27
S59891982,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129533,BPI-028-CR,10.1058837,-84.5510685,2019-09-17,06:40 AM,eBird - Stationary Count,10,1,,,1,,1
S59912358,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129533,BPI-028-CR,10.1058837,-84.5510685,2019-09-18,08:58 AM,eBird - Stationary Count,10,1,,,1
S65392873,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129533,BPI-028-CR,10.1058837,-84.5510685,2020-02-29,07:10 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-28
S65381283,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129533,BPI-028-CR,10.1058837,-84.5510685,2020-02-29,07:22 AM,eBird - Stationary Count,10,1,,,1,,2,bpi28
S71703903,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11129533,BPI-028-CR,10.1058837,-84.5510685,2020-07-21,08:38 AM,eBird - Stationary Count,10,1,,,1,,,bpi28
S71880157,Cabanis's Wren,Cantorchilus modestus,26468,4,CR-A,,L11129533,BPI-028-CR,10.1058837,-84.5510685,2020-07-23,05:47 AM,eBird - Stationary Count,10,1,,,1,,4
S59891992,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129538,BPI-029-CR,10.1059736,-84.5518021,2019-09-17,07:03 AM,eBird - Stationary Count,11,1,,,1
S65381274,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129538,BPI-029-CR,10.1059736,-84.5518021,2020-02-29,07:09 AM,eBird - Stationary Count,10,1,,,1,,2,bpi29
S71880520,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11129538,BPI-029-CR,10.1059736,-84.5518021,2020-07-23,05:32 AM,eBird - Stationary Count,10,1,,,1
S71754797,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129538,BPI-029-CR,10.1059736,-84.5518021,2020-07-23,05:50 AM,eBird - Stationary Count,10,1,,,1,,,bpi29
S59880885,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129547,BPI-030-CR,10.1051612,-84.5498399,2019-09-17,07:13 AM,eBird - Stationary Count,10,1,,,1,,,bpi-30
S59915849,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129547,BPI-030-CR,10.1051612,-84.5498399,2019-09-18,08:13 AM,eBird - Stationary Count,13,1,,,2,,,bpi 30
S59912369,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129547,BPI-030-CR,10.1051612,-84.5498399,2019-09-18,09:32 AM,eBird - Stationary Count,10,1,,,1
S65245389,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129547,BPI-030-CR,10.1051612,-84.5498399,2020-02-28,07:12 AM,eBird - Stationary Count,10,1,,,1,,2,bpi30
S71754803,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129547,BPI-030-CR,10.1051612,-84.5498399,2020-07-23,05:33 AM,eBird - Stationary Count,10,1,,,1,,,bpi30
