Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S59892004,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129561,BPI-031-CR,10.1003038,-84.5511055,2019-09-17,08:14 AM,eBird - Stationary Count,10,1,,,1,,1
S59912339,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129561,BPI-031-CR,10.1003038,-84.5511055,2019-09-18,07:17 AM,eBird - Stationary Count,10,1,,,1
S59915839,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129561,BPI-031-CR,10.1003038,-84.5511055,2019-09-18,07:28 AM,eBird - Stationary Count,11,1,,,1,,,bpi31
S65257774,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129561,BPI-031-CR,10.1003038,-84.5511055,2020-02-28,06:07 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-31
S71703824,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129561,BPI-031-CR,10.1003038,-84.5511055,2020-07-21,06:57 AM,eBird - Stationary Count,11,1,,,1,,,bpi31
S71725444,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129561,BPI-031-CR,10.1003038,-84.5511055,2020-07-21,07:04 AM,eBird - Stationary Count,10,1,,,1
S71880025,Cabanis's Wren,Cantorchilus modestus,26468,5,CR-A,,L11129561,BPI-031-CR,10.1003038,-84.5511055,2020-07-23,07:23 AM,eBird - Stationary Count,10,1,,,1,,3
S71754757,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129561,BPI-031-CR,10.1003038,-84.5511055,2020-07-23,07:36 AM,eBird - Stationary Count,10,1,,,1,,,bpi31
S59912330,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129571,BPI-032-CR,10.0999758,-84.5507279,2019-09-18,06:55 AM,eBird - Stationary Count,10,1,,,1,,1
S65381308,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129571,BPI-032-CR,10.0999758,-84.5507279,2020-02-29,08:50 AM,eBird - Stationary Count,10,1,,,1,,,bpi32
S71703831,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129571,BPI-032-CR,10.0999758,-84.5507279,2020-07-21,07:12 AM,eBird - Stationary Count,10,1,,,1,,,bpi32
S71754765,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129571,BPI-032-CR,10.0999758,-84.5507279,2020-07-23,07:22 AM,eBird - Stationary Count,10,1,,,1,,,bpi32
S59880826,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129579,BPI-033-CR,10.0988337,-84.5513884,2019-09-17,08:39 AM,eBird - Stationary Count,13,1,,,1,,,BPI-33
S59892021,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129579,BPI-033-CR,10.0988337,-84.5513884,2019-09-17,08:59 AM,eBird - Stationary Count,10,1,,,1,,1
S59912310,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129579,BPI-033-CR,10.0988337,-84.5513884,2019-09-18,06:36 AM,eBird - Stationary Count,10,1,,,1,,1
S59915821,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129579,BPI-033-CR,10.0988337,-84.5513884,2019-09-18,06:50 AM,eBird - Stationary Count,10,1,,,1,,1,bpi33
S65381464,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129579,BPI-033-CR,10.0988337,-84.5513884,2020-02-29,08:37 AM,eBird - Stationary Count,10,1,,,1,,,bpi33
S71725388,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129579,BPI-033-CR,10.0988337,-84.5513884,2020-07-21,07:36 AM,eBird - Stationary Count,10,1,,,1,,1
S71880067,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129579,BPI-033-CR,10.0988337,-84.5513884,2020-07-23,06:56 AM,eBird - Stationary Count,10,1,,,1
S71754772,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129579,BPI-033-CR,10.0988337,-84.5513884,2020-07-23,07:09 AM,eBird - Stationary Count,10,1,,,1,,2,bpi33
S59912303,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129595,BPI-034-CR,10.0975689,-84.5513293,2019-09-18,06:19 AM,eBird - Stationary Count,10,1,,,1,,1
S71880079,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129595,BPI-034-CR,10.0975689,-84.5513293,2020-07-23,06:43 AM,eBird - Stationary Count,10,1,,,1,,2
S71754776,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129595,BPI-034-CR,10.0975689,-84.5513293,2020-07-23,06:54 AM,eBird - Stationary Count,10,1,,,1,,,bpi34
S59934279,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129624,BPI-035-CR,10.0530529,-84.4855296,2019-09-19,06:13 AM,eBird - Stationary Count,10,1,,,1,,2
S59966097,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129624,BPI-035-CR,10.0530529,-84.4855296,2019-09-20,09:13 AM,eBird - Stationary Count,10,1,,,1,,2
S59964505,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129624,BPI-035-CR,10.0530529,-84.4855296,2019-09-20,09:25 AM,eBird - Stationary Count,10,1,,,1,,1,bpi-35
S65059763,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129624,BPI-035-CR,10.0530529,-84.4855296,2020-02-25,09:02 AM,eBird - Stationary Count,10,1,,,1,,,BPI-35
S65059201,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129624,BPI-035-CR,10.0530529,-84.4855296,2020-02-25,09:15 AM,eBird - Stationary Count,10,1,,,1,,,bpi35
S59934287,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129639,BPI-036-CR,10.0533148,-84.4847674,2019-09-19,06:33 AM,eBird - Stationary Count,10,1,,,1,,1
S59964503,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129639,BPI-036-CR,10.0533148,-84.4847674,2019-09-20,09:08 AM,eBird - Stationary Count,10,1,,,1,,2,bpi-36
S59966102,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129639,BPI-036-CR,10.0533148,-84.4847674,2019-09-20,09:31 AM,eBird - Stationary Count,11,1,,,1,,1
S65018206,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129639,BPI-036-CR,10.0533148,-84.4847674,2020-02-24,06:01 AM,eBird - Stationary Count,10,1,,,1,,1,bpi36
S59934293,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129645,BPI-037-CR,10.0546771,-84.4839844,2019-09-19,06:55 AM,eBird - Stationary Count,10,1,,,1,,1
S59964490,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129645,BPI-037-CR,10.0546771,-84.4839844,2019-09-20,08:24 AM,eBird - Stationary Count,10,1,,,1,,2,bpi37
S59966095,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129645,BPI-037-CR,10.0546771,-84.4839844,2019-09-20,08:48 AM,eBird - Stationary Count,10,1,,,1,,2
S65018225,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129645,BPI-037-CR,10.0546771,-84.4839844,2020-02-24,06:16 AM,eBird - Stationary Count,10,1,,,1,,,bpi37
S65066223,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129645,BPI-037-CR,10.0546771,-84.4839844,2020-02-25,08:20 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-37
S73641972,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129645,BPI-037-CR,10.0546771,-84.4839844,2020-08-07,08:23 AM,eBird - Stationary Count,10,1,,,1,,2
S59966088,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129654,BPI-038-CR,10.0547542,-84.4830427,2019-09-20,08:30 AM,eBird - Stationary Count,10,1,,,1
S65018250,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11129654,BPI-038-CR,10.0547542,-84.4830427,2020-02-24,06:31 AM,eBird - Stationary Count,11,1,,,1,,,bpi 38
S73642010,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129654,BPI-038-CR,10.0547542,-84.4830427,2020-08-07,08:07 AM,eBird - Stationary Count,10,1,,,1,,2
S72242212,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129654,BPI-038-CR,10.0547542,-84.4830427,2020-08-09,06:40 AM,eBird - Stationary Count,11,1,,,2,,1
S73641955,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129654,BPI-038-CR,10.0547542,-84.4830427,2020-08-09,06:50 AM,eBird - Stationary Count,10,1,,,1
S59938730,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129687,BPI-039-CR,10.0452216,-84.478374,2019-09-19,08:21 AM,eBird - Stationary Count,11,1,,,2,,1,BPI-39
S59934315,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129687,BPI-039-CR,10.0452216,-84.478374,2019-09-19,08:37 AM,eBird - Stationary Count,10,1,,,1,,1
S59964482,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11129687,BPI-039-CR,10.0452216,-84.478374,2019-09-20,07:19 AM,eBird - Stationary Count,15,1,,,1,,,bpi-39
S64532444,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129687,BPI-039-CR,10.0452216,-84.478374,2020-02-15,09:36 AM,eBird - Stationary Count,11,1,,,1,,2,bpi39
S71880388,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129687,BPI-039-CR,10.0452216,-84.478374,2020-07-27,05:35 AM,eBird - Stationary Count,10,1,,,1,,,bpi39
S71879712,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11129687,BPI-039-CR,10.0452216,-84.478374,2020-07-27,05:44 AM,eBird - Stationary Count,10,1,,,1,,1
S72117448,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11129687,BPI-039-CR,10.0452216,-84.478374,2020-07-28,09:10 AM,eBird - Stationary Count,10,1,,,1
S71906056,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129687,BPI-039-CR,10.0452216,-84.478374,2020-07-28,09:24 AM,eBird - Stationary Count,11,1,,,1,,,bpi39
S59938774,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129698,BPI-040-CR,10.0444591,-84.480093,2019-09-19,08:40 AM,eBird - Stationary Count,10,1,,,2,,2,bpi-40
S59934319,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129698,BPI-040-CR,10.0444591,-84.480093,2019-09-19,08:53 AM,eBird - Stationary Count,10,1,,,1,,1
S59964477,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11129698,BPI-040-CR,10.0444591,-84.480093,2019-09-20,06:55 AM,eBird - Stationary Count,11,1,,,1,,3,bpi40
S64483052,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129698,BPI-040-CR,10.0444591,-84.480093,2020-02-14,05:59 AM,eBird - Stationary Count,10,1,,,1,,,bpi 40
S71880398,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129698,BPI-040-CR,10.0444591,-84.480093,2020-07-27,05:49 AM,eBird - Stationary Count,12,1,,,1,,,bpi40
S71879697,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129698,BPI-040-CR,10.0444591,-84.480093,2020-07-27,06:00 AM,eBird - Stationary Count,10,1,,,1,,2
S59934324,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129707,BPI-041-CR,10.0435427,-84.4811087,2019-09-19,09:09 AM,eBird - Stationary Count,10,1,,,1,,2
S59966073,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11129707,BPI-041-CR,10.0435427,-84.4811087,2019-09-20,06:19 AM,eBird - Stationary Count,11,1,,,1
S59964472,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129707,BPI-041-CR,10.0435427,-84.4811087,2019-09-20,06:30 AM,eBird - Stationary Count,11,1,,,1,,,bpi-41
S64483057,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11129707,BPI-041-CR,10.0435427,-84.4811087,2020-02-14,06:14 AM,eBird - Stationary Count,10,1,,,1,,,bpi41
S64606441,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129707,BPI-041-CR,10.0435427,-84.4811087,2020-02-15,08:52 AM,eBird - Stationary Count,10,1,,,1,,,BPI-41
S64532387,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129707,BPI-041-CR,10.0435427,-84.4811087,2020-02-15,09:04 AM,eBird - Stationary Count,10,1,,,1,,2,bpi41
S71880408,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129707,BPI-041-CR,10.0435427,-84.4811087,2020-07-27,06:05 AM,eBird - Stationary Count,10,1,,,1,,,bpi41
S71879688,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129707,BPI-041-CR,10.0435427,-84.4811087,2020-07-27,06:15 AM,eBird - Stationary Count,10,1,,,1,,2
S72117434,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129707,BPI-041-CR,10.0435427,-84.4811087,2020-07-28,08:41 AM,eBird - Stationary Count,10,1,,,1,,3
S71906071,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129707,BPI-041-CR,10.0435427,-84.4811087,2020-07-28,08:54 AM,eBird - Stationary Count,10,1,,,1,,,bpi41
S59966071,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129730,BPI-042-CR,10.0416568,-84.4810864,2019-09-20,05:59 AM,eBird - Stationary Count,10,1,,,1,,1
S64532368,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129730,BPI-042-CR,10.0416568,-84.4810864,2020-02-15,08:49 AM,eBird - Stationary Count,10,1,,,1,,1,bpi42
S71880411,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129730,BPI-042-CR,10.0416568,-84.4810864,2020-07-27,06:21 AM,eBird - Stationary Count,10,1,,,1,,,bpi42
S71879674,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129730,BPI-042-CR,10.0416568,-84.4810864,2020-07-27,06:30 AM,eBird - Stationary Count,10,1,,,1
S71906078,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129730,BPI-042-CR,10.0416568,-84.4810864,2020-07-28,08:39 AM,eBird - Stationary Count,10,1,,,1,,,bpi42
S60060502,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129758,BPI-043-CR,10.1221828,-84.5058146,2019-09-23,06:02 AM,eBird - Stationary Count,11,1,,,1,,,bpi-43
S60094070,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129758,BPI-043-CR,10.1221828,-84.5058146,2019-09-23,06:15 AM,eBird - Stationary Count,10,1,,,1,,2
S60138265,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129758,BPI-043-CR,10.1221828,-84.5058146,2019-09-26,08:36 AM,eBird - Stationary Count,10,1,,,1,,1
S60220499,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129758,BPI-043-CR,10.1221828,-84.5058146,2019-09-26,08:47 AM,eBird - Stationary Count,11,1,,,1,,,bpi43
S64337596,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129758,BPI-043-CR,10.1221828,-84.5058146,2020-02-09,07:24 AM,eBird - Stationary Count,11,1,,,1,,,bpi43
S64401241,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11129758,BPI-043-CR,10.1221828,-84.5058146,2020-02-11,07:56 AM,eBird - Stationary Count,10,1,,,1,,1,bpi43
S72067345,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129758,BPI-043-CR,10.1221828,-84.5058146,2020-08-02,07:04 AM,eBird - Stationary Count,10,1,,,1,,,bpi43
S72139614,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11129758,BPI-043-CR,10.1221828,-84.5058146,2020-08-03,07:24 AM,eBird - Stationary Count,10,1,,,1,,3
S72076086,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129758,BPI-043-CR,10.1221828,-84.5058146,2020-08-03,07:37 AM,eBird - Stationary Count,10,1,,,1,,,bpi43
S60060726,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129774,BPI-044-CR,10.1213554,-84.5065818,2019-09-23,06:18 AM,eBird - Stationary Count,1,1,,,1,,,bpi44
S60094075,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129774,BPI-044-CR,10.1213554,-84.5065818,2019-09-23,06:30 AM,eBird - Stationary Count,10,1,,,1
S60138258,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129774,BPI-044-CR,10.1213554,-84.5065818,2019-09-26,08:15 AM,eBird - Stationary Count,12,1,,,1,,2
S60220494,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129774,BPI-044-CR,10.1213554,-84.5065818,2019-09-26,08:28 AM,eBird - Stationary Count,10,1,,,1,,2,bpi44
S64401228,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129774,BPI-044-CR,10.1213554,-84.5065818,2020-02-11,07:41 AM,eBird - Stationary Count,11,1,,,1,,,bpi44
S72117636,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129774,BPI-044-CR,10.1213554,-84.5065818,2020-08-02,07:28 AM,eBird - Stationary Count,10,1,,,1,,1
S72139618,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11129774,BPI-044-CR,10.1213554,-84.5065818,2020-08-03,07:10 AM,eBird - Stationary Count,10,1,,,1,,2
S60060742,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129787,BPI-045-CR,10.1203859,-84.5069953,2019-09-23,06:34 AM,eBird - Stationary Count,12,1,,,1,,,bpi45
S60094088,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129787,BPI-045-CR,10.1203859,-84.5069953,2019-09-23,06:49 AM,eBird - Stationary Count,10,1,,,1,,1
S60138245,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129787,BPI-045-CR,10.1203859,-84.5069953,2019-09-26,07:54 AM,eBird - Stationary Count,11,1,,,1
S60220481,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129787,BPI-045-CR,10.1203859,-84.5069953,2019-09-26,08:08 AM,eBird - Stationary Count,13,1,,,1,,1,bpi-45
S64416248,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129787,BPI-045-CR,10.1203859,-84.5069953,2020-02-11,07:14 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-45
S72067341,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129787,BPI-045-CR,10.1203859,-84.5069953,2020-08-02,07:32 AM,eBird - Stationary Count,10,1,,,1,,,bpi45
S72117658,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129787,BPI-045-CR,10.1203859,-84.5069953,2020-08-02,07:42 AM,eBird - Stationary Count,10,1,,,1,,1
S72139625,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129787,BPI-045-CR,10.1203859,-84.5069953,2020-08-03,06:55 AM,eBird - Stationary Count,10,1,,,1,,2
S72076070,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129787,BPI-045-CR,10.1203859,-84.5069953,2020-08-03,07:07 AM,eBird - Stationary Count,10,1,,,1,,,bpi45
S60060756,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129796,BPI-046-CR,10.1286011,-84.5143227,2019-09-23,07:42 AM,eBird - Stationary Count,9,1,,,1,,,bpi46
S60094094,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129796,BPI-046-CR,10.1286011,-84.5143227,2019-09-23,07:53 AM,eBird - Stationary Count,11,1,,,1,,2
S60220468,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129796,BPI-046-CR,10.1286011,-84.5143227,2019-09-26,06:49 AM,eBird - Stationary Count,13,1,,,1,,,bpi46
S60138236,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129796,BPI-046-CR,10.1286011,-84.5143227,2019-09-26,07:04 AM,eBird - Stationary Count,10,1,,,1,,1
S64396578,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129796,BPI-046-CR,10.1286011,-84.5143227,2020-02-11,06:50 AM,eBird - Stationary Count,10,1,,,1,,,bpi46
S72067337,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129796,BPI-046-CR,10.1286011,-84.5143227,2020-08-02,08:14 AM,eBird - Stationary Count,10,1,,,1,,,bpi46
S72117679,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129796,BPI-046-CR,10.1286011,-84.5143227,2020-08-02,08:23 AM,eBird - Stationary Count,10,1,,,1
S72139635,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129796,BPI-046-CR,10.1286011,-84.5143227,2020-08-03,06:12 AM,eBird - Stationary Count,10,1,,,1,,1
S72076064,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129796,BPI-046-CR,10.1286011,-84.5143227,2020-08-03,06:25 AM,eBird - Stationary Count,10,1,,,1,,,bpi46
S60060771,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129808,BPI-047-CR,10.1287986,-84.5130944,2019-09-23,07:56 AM,eBird - Stationary Count,12,1,,,1,,2,bpi-47
S60094106,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129808,BPI-047-CR,10.1287986,-84.5130944,2019-09-23,08:10 AM,eBird - Stationary Count,10,1,,,1,,1
S60220456,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129808,BPI-047-CR,10.1287986,-84.5130944,2019-09-26,06:32 AM,eBird - Stationary Count,11,1,,,1,,2,BPI47
S60138228,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129808,BPI-047-CR,10.1287986,-84.5130944,2019-09-26,06:46 AM,eBird - Stationary Count,10,1,,,1
S64396570,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129808,BPI-047-CR,10.1287986,-84.5130944,2020-02-11,06:26 AM,eBird - Stationary Count,10,1,,,1,,1,bpi47
S72067332,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129808,BPI-047-CR,10.1287986,-84.5130944,2020-08-02,08:28 AM,eBird - Stationary Count,10,1,,,1,,,bpi47
S72117686,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129808,BPI-047-CR,10.1287986,-84.5130944,2020-08-02,08:37 AM,eBird - Stationary Count,10,1,,,1,,1
S72139639,Cabanis's Wren,Cantorchilus modestus,26468,4,CR-A,,L11129808,BPI-047-CR,10.1287986,-84.5130944,2020-08-03,05:59 AM,eBird - Stationary Count,10,1,,,1,,4
S72076056,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129808,BPI-047-CR,10.1287986,-84.5130944,2020-08-03,06:11 AM,eBird - Stationary Count,10,1,,,1,,,bpi47
S60060783,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129821,BPI-048-CR,10.1288066,-84.5119934,2019-09-23,08:13 AM,eBird - Stationary Count,10,1,,,1,,,bpi48
S60220446,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129821,BPI-048-CR,10.1288066,-84.5119934,2019-09-26,06:16 AM,eBird - Stationary Count,11,1,,,1,,,bpi-48
S60138214,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129821,BPI-048-CR,10.1288066,-84.5119934,2019-09-26,06:28 AM,eBird - Stationary Count,10,1,,,1,,2
S64304613,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129821,BPI-048-CR,10.1288066,-84.5119934,2020-02-09,09:12 AM,eBird - Stationary Count,10,1,,,1,,1,bpi48
S64396563,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129821,BPI-048-CR,10.1288066,-84.5119934,2020-02-11,06:12 AM,eBird - Stationary Count,10,1,,,1,,,bpi48
S72067328,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129821,BPI-048-CR,10.1288066,-84.5119934,2020-08-02,08:42 AM,eBird - Stationary Count,10,1,,,1,,,bpi48
S72117690,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129821,BPI-048-CR,10.1288066,-84.5119934,2020-08-02,08:51 AM,eBird - Stationary Count,10,1,,,1,,1
S72139643,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129821,BPI-048-CR,10.1288066,-84.5119934,2020-08-03,05:46 AM,eBird - Stationary Count,10,1,,,1,,2
S72076045,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11129821,BPI-048-CR,10.1288066,-84.5119934,2020-08-03,05:57 AM,eBird - Stationary Count,10,1,,,1,,1,bpi48
S60060811,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129826,BPI-049-CR,10.1281729,-84.5127065,2019-09-23,08:38 AM,eBird - Stationary Count,10,1,,,1,,,bpi49
S60220436,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129826,BPI-049-CR,10.1281729,-84.5127065,2019-09-26,05:53 AM,eBird - Stationary Count,10,1,,,1,,,BPI49
S60138198,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129826,BPI-049-CR,10.1281729,-84.5127065,2019-09-26,06:05 AM,eBird - Stationary Count,10,1,,,1
S72067324,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129826,BPI-049-CR,10.1281729,-84.5127065,2020-08-02,08:54 AM,eBird - Stationary Count,10,1,,,1,,,bpi49
S72139659,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129826,BPI-049-CR,10.1281729,-84.5127065,2020-08-02,09:04 AM,eBird - Stationary Count,10,1,,,1,,2
S72139648,Cabanis's Wren,Cantorchilus modestus,26468,3,CR-A,,L11129826,BPI-049-CR,10.1281729,-84.5127065,2020-08-03,05:32 AM,eBird - Stationary Count,10,1,,,1,,1
S72076036,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129826,BPI-049-CR,10.1281729,-84.5127065,2020-08-03,05:44 AM,eBird - Stationary Count,10,1,,,1,,,bpi049
S60220522,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129886,BPI-050-CR,10.1220225,-84.5298859,2019-09-27,06:04 AM,eBird - Stationary Count,15,1,,,1,,2,BPI50
S60225509,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129886,BPI-050-CR,10.1220225,-84.5298859,2019-09-27,06:19 AM,eBird - Stationary Count,13,1,,,1,,1
S64401406,Cabanis's Wren,Cantorchilus modestus,26468,1,CR-A,,L11129886,BPI-050-CR,10.1220225,-84.5298859,2020-02-12,05:51 AM,eBird - Stationary Count,10,1,,,1,,1,bpi50
S64431478,Cabanis's Wren,Cantorchilus modestus,26468,2,CR-A,,L11129886,BPI-050-CR,10.1220225,-84.5298859,2020-02-13,09:25 AM,eBird - Stationary Count,10,1,,,1,,,bpi50
